,Topic,Count,Name,Representation,KeyBERT,Representative_Docs
10,9,559,9_الرقم_رقم_يرد_ممكن,"['الرقم', 'رقم', 'يرد', 'ممكن', 'التواصل', 'تواصل', 'اتواصل', 'الموجود', 'مغلق', 'رد']","['يردون', 'الرد', 'رد', 'اقدر', 'مافي اي', 'شلون', 'ابغي', 'مافيه', 'اتواصل', 'ترد']","['محد يرد الرقم', 'الرقم المرفق بالاعلي يرد احد', 'الرقم ماحد يرد']"
11,10,530,10_يسعدهم_الله يسعدهم_يوفقهم_الله يوفقهم,"['يسعدهم', 'الله يسعدهم', 'يوفقهم', 'الله يوفقهم', 'يسعدها', 'الله يسعدها', 'الله', 'ربي', 'يارب', 'الله يوفقها']","['الله يسعدهم', 'الله يوفقهم', 'الله يسعدها', 'الله يوفقها', 'ربي يسعدها', 'الله يرزقهم', 'الله يسعد قلبها', 'الله يجزاهم خير', 'الله يسعدكم', 'يوفقهم']","['ومها الله يسعدهم ماقصروو', 'الله يسعدهم امانتهم', 'يهبلوون الله يسعدهم']"
12,11,509,11_الاداره_والاداره_اداره_واداره,"['الاداره', 'والاداره', 'اداره', 'واداره', 'ممتازه', 'متعاونه', 'تعامل الاداره', 'محترمه', 'راقي', 'وتعامل']","['اشكر الاداره', 'والاداره', 'الادراه', 'تعامل الاداره', 'واداره', 'للاداره', 'الاداره', 'اداره مركز', 'الاداريه', 'متفهمه']","['وكلمت الاداره رفضوا', 'فان الاداره منفتحه', 'الاداره متمكنه']"
13,12,453,12_نجاح_لله_الحمدلله_الحمد,"['نجاح', 'لله', 'الحمدلله', 'الحمد', 'والحمدلله', 'الحمد لله', 'داءما', 'موفقين', 'يارب', 'العظيم']","['والحمد لله', 'الحمد لله', 'والحمدلله', 'الحمدلله', 'الحمد الله', 'والحمدالله', 'الحمدالله', 'بفضل الله', 'ولله الحمد', 'يارب الحمد']","['ومكيف الحمد لله', 'الحمد لله', 'الحمد لله ان ربي']"
14,13,450,13_خير_الجزاء_خير الجزاء_يجزاهم,"['خير', 'الجزاء', 'خير الجزاء', 'يجزاهم', 'الله يجزاهم', 'يجزاهم خير', 'الله خير', 'الله يجزاهم خير', 'جزاهم الله', 'جزاهم']","['الله يجزاهم خير', 'يجزيهم خير', 'يجزاهم خير', 'الله يجزاهم', 'جزاهم الله خير', 'الله يجزاها', 'يجزاهم', 'جزاها الله خير', 'يجزيهم', 'جزاكم الله خير']","['وذووق الله يجزاهم خير الجزاء المعلمات', 'وصبرهم الله يجزاهم خير الجزاء', 'والكثير الله يجزاهم خير الجزاء']"
15,14,449,14_مدرسه_مدرسه ممتازه_روضه_ممتازه,"['مدرسه', 'مدرسه ممتازه', 'روضه', 'ممتازه', 'راءعه', 'روضه ممتازه', 'مدرسه راءعه', 'سيءه', 'فاشله', 'المقاييس']","['مدرسه ممتازه', 'مدرسه جميله', 'مدرسه', 'روضه ممتازه', 'مدرسه راءعه', 'المدرسه', 'روضه', 'روضه جميله', 'تربيه', 'اهليه']","['مدرسه نضيفه', 'مدرسه خياال', 'مدام مدرسه']"
16,15,438,15_التعليم_تعليم_والتعليم_ممتاز,"['التعليم', 'تعليم', 'والتعليم', 'ممتاز', 'والمكان', 'جميل', 'مريح', 'ومكان', 'جيد', 'عالي']","['تعليم ممتاز', 'المركز جميل', 'والتعليم', 'ممتاز', 'اهتمام تعليم', 'المكان جميل', 'التعليم', 'مميز', 'والاهم', 'والامان']","['والتعليم ممتاز', 'والتعليم ممتاز', 'ممتاز تعليم']"
17,16,417,16_ومتعاونين_والاهتمام_والاحترام_وراءعه,"['ومتعاونين', 'والاهتمام', 'والاحترام', 'وراءعه', 'والتعاون', 'والترفيه', 'واحترام', 'والالعاب', 'اجرها', 'ومهتمه']","['ومتعاونين', 'ومتعاون', 'متعاونين', 'ونظيف', 'والتعاون', 'والاحترام', 'الاهالي', 'ومهتمه', 'جددا', 'واحترام']","['ومتعاونين', 'ومتعاونين', 'ومتعاونين']"
18,17,411,17_ماشاء_ماشاء الله_ماشاءالله_تبارك,"['ماشاء', 'ماشاء الله', 'ماشاءالله', 'تبارك', 'تبارك الله', 'الله تبارك', 'الله تبارك الله', 'ماشاءالله تبارك', 'ماشاء الله تبارك', 'ماشاءالله تبارك الله']","['ماشاءالله تبارك', 'ماشاء الله تبارك', 'ماشاءالله تبارك الله', 'ماشاءالله تبارك الرحمن', 'ماشاءالله', 'ماشاءلله', 'ماشاء الله', 'ماشالله تبارك الله', 'وماشاء الله', 'ماشالله تبارك']","['وتجنن ماشاء الله تبارك الله', 'ومتجددين ماشاء الله تبارك الله', 'وممتازين ماشاء الله تبارك الله']"
19,18,406,18_رقم_رقم رقم_رقم سنوات_سنوات,"['رقم', 'رقم رقم', 'رقم سنوات', 'سنوات', 'شهور', 'رقم شهور', 'سنه', 'عمره رقم', 'رقم اشهر', 'اشهر']","['بعمر رقم', 'رقم سنين', 'رقم نجوم', 'رقم سنوات', 'اكثر رقم', 'رقم شهور', 'رقم الي', 'رقم ريال', 'رقم ساعات', 'بنتي رقم']","['نقطتين اثنتين رقم', 'رقم نقاط', 'رقم الاحتراف']"
20,19,380,19_كتير_معاهم_مش_حاجه,"['كتير', 'معاهم', 'مش', 'حاجه', 'بجد', 'اكتر', 'ده', 'عشان', 'كويس', 'ربنا']","['معاها', 'وكمان', 'اكيد', 'معاه', 'معاهم', 'حاجه', 'اولادي', 'وبنتي', 'كويس', 'عارفين']","['بنتي معاهم', 'واهمالهم التعليم مش عارفه هنكمل معاهم او', 'واتطورت معاهم حاجات كتير']"
21,20,372,20_العافيه_يعطيهم_يعطيكم_يعطيهم العافيه,"['العافيه', 'يعطيهم', 'يعطيكم', 'يعطيهم العافيه', 'الله يعطيهم', 'الله يعطيهم العافيه', 'عافيه', 'الف عافيه', 'الله يعطيكم', 'الف']","['الله يعطيهم العافيه', 'يعطيهم العافيه', 'يعطيها العافيه', 'الله يجزاهم خير', 'يجزاهم خير', 'العافيه', 'الله يعطيهم', 'الله يوفقكم', 'الله يسعدكم', 'الف عافيه']","['الله يعطيهم العافيه', 'وماتقل الله يعطيهم العافيه', 'وارتاح الله يعطيهم العافيه']"
22,21,368,21_تجربه_تجربتي_كانت_تجربه سيءه,"['تجربه', 'تجربتي', 'كانت', 'تجربه سيءه', 'سيءه', 'التجربه', 'تجربه راءعه', 'تجربتي كانت', 'جميله', 'كانت تجربه']","['كانت تجربه', 'اول تجربه', 'تجربه سيءه', 'تجربه', 'تجربه راءعه', 'تجربتنا', 'التجربه', 'ناجحه', 'فاشله', 'تجربته']","['تجربه مرضيه', 'تجربه المقربين', 'تجربه متفانين']"
23,22,367,22_طاقم_وطاقم_عمل_الطاقم,"['طاقم', 'وطاقم', 'عمل', 'الطاقم', 'متعاون', 'تعليمي', 'والطاقم', 'العمل', 'فريق', 'وكادر']","['طاقم راءع', 'طاقم عمل', 'طاقم اداري', 'تعليمي ممتاز', 'متعاونين', 'كادر تعليمي', 'متمكن', 'الطاقم كامل', 'تعاملهم راقي', 'فريق العمل']","['وطاقم عمل راءع', 'وطاقم تعليمي كامل متعاون', 'وطاقم عمل ممتاز']"
24,23,360,23_اشوف_اعلق_اذا_واذا,"['اشوف', 'اعلق', 'اذا', 'واذا', 'والله', 'قالوا', 'جيت', 'يوم', 'اجي', 'تقول']","['اشوفها', 'اقدر', 'اشوف', 'اشوفه', 'والحين', 'شفته', 'جيتهم', 'يطلعون', 'يبون', 'اعلق']","['واذا طلبت ترحع للكاميرات قالوا', 'وانا اشوف المكان', 'وحده عشان اقدر اعلق']"
25,24,336,24_الترفيه_تعليمهم_اجتماعي_حريصين,"['الترفيه', 'تعليمهم', 'اجتماعي', 'حريصين', 'التمهيدي', 'الاسبوع', 'استفاد', 'الطاقم', 'اليوم', 'المبني']","['الترفيه', 'ترفيهي', 'ترفيهيه', 'الالعاب', 'الاسلوب', 'المكان', 'التعليقات', 'التعليمي', 'الاشياء', 'مكانها']","['الترفيه', 'انواع الترفيه', 'الترفيه']"
26,25,335,25_والده_القحطاني_العتيبي_العنزي,"['والده', 'القحطاني', 'العتيبي', 'العنزي', 'ابو', 'ساره', 'الحربي', 'السبيعي', 'الدوسري', 'محمد']","['والده', 'السبيعي', 'القحطاني', 'دلال القحطاني', 'عبدالله', 'مها', 'الربيعان', 'الدوسري', 'العنود', 'السهلي']","['والده عبدالعزيز العواد', 'والده سطام', 'والده فارس']"
27,26,335,26_التربيه_الاسلاميه_العاليه_التعليميه,"['التربيه', 'الاسلاميه', 'العاليه', 'التعليميه', 'الامانه', 'جوده', 'امانه', 'القيم', 'الصحيحه', 'الجميله']","['التربيه', 'التربويه', 'الامانه', 'تربويه', 'الاساسيه', 'التعليم', 'النفسيه', 'البشريه', 'الخارجيه', 'الطاقه']","['تدري التربيه', 'وزاره التربيه', 'ووساءل التربيه الحديثه']"
28,27,312,27_الحضانات_افضل_الروضات_الرياض,"['الحضانات', 'افضل', 'الروضات', 'الرياض', 'افضل الحضانات', 'افضل حضانه', 'افضل روضه', 'حضانه', 'افضل الروضات', 'بالرياض']","['افضل الحضانات', 'افضل الروضات', 'افضل حضانه', 'اجمل حضانه', 'افضل المدارس', 'افضل مدارس', 'الحضانات', 'حضانات', 'الروضات', 'رياض الاطفال']","['افضل الحضانات الي الرياض تعامل', 'افضل الحضانات الرياض', 'افضل الحضانات الرياض']"
29,28,311,28_الحضانه_الحضانه جميله_حضانه_جميله,"['الحضانه', 'الحضانه جميله', 'حضانه', 'جميله', 'الحضانه ممتازه', 'والحضانه', 'الحاضنه', 'مرتبه', 'ممتازه', 'حضانه جميله']","['الحضانه', 'الحضانه جميله', 'حضانه مرت', 'الحضانه ممتازه', 'والحضانه', 'للحضانه', 'حضانه جميله', 'بالحضانه', 'حضانه بيتي', 'حضانه تكوين']","['الحضانه', 'الحضانه ساييه', 'الحضانه']"
30,29,309,29_الحضانات_جربتها_افضل_افضل الحضانات,"['الحضانات', 'جربتها', 'افضل', 'افضل الحضانات', 'بصراحه', 'اللي', 'شفتها', 'تعاملت', 'المراكز', 'صراحه']","['افضل الحضانات', 'افضل الروضات', 'افضل حضانه', 'اجمل حضانه', 'افضل المدارس', 'حضانات', 'الحضانات', 'حضانه', 'الحضانه ممتازه', 'حضانه راقيه']","['افضل الحضانات الي جربتها الرياض', 'بصراحه افضل الحضانات اللي تعاملت', 'افضل الحضانات جربتها']"
31,30,304,30_ميزان_اسال الله_الله ان_اسال,"['ميزان', 'اسال الله', 'الله ان', 'اسال', 'يكتب', 'الله يكتب', 'اجرهم', 'اجركم', 'حسناتكم', 'يكتب اجركم']","['الله يكتب اجركم', 'الله يكتب اجرهم', 'يجزيهم خير', 'ميزان حسناتكم', 'يكتب اجركم', 'اسال الله', 'يجزيهم', 'اجركم', 'يوفقكم', 'يوفقهم']","['وتغيرها للافضل اسال الله ان يجعل ميزان اعمالها', 'اسال الله ان يجعل ماقدمتيه لطفلي ميزان حسناتك', 'اسال الله ان يجعل قدمتم ميزان حسناتكم']"
32,31,296,31_بالاطفال_اهتمام بالاطفال_والاهتمام_واهتمامهم,"['بالاطفال', 'اهتمام بالاطفال', 'والاهتمام', 'واهتمامهم', 'لاطفالنا', 'واحتواءهم', 'اهتمامهم', 'ويهتمون', 'يستقبلون', 'اهتمام']","['اهتمامهم بالاطفال', 'اهتمام بالاطفال', 'بالاطفال', 'الاطفال يهتمون', 'الاطفال والاهتمام', 'يستقبلون الطفل', 'الاطفال واهتمام', 'لاطفالنا', 'الاطفال', 'اطفالنا']","['ويهل بالاطفال', 'يختلط بالاطفال', 'ويختلط بالاطفال']"
33,32,283,32_وتعاملهم_راقي_واسلوبها_واسلوبهم,"['وتعاملهم', 'راقي', 'واسلوبها', 'واسلوبهم', 'وتعاملها', 'الاطفال', 'لطيف', 'ممتاز', 'تعاملهم', 'التعامل الاطفال']","['تعاملهم راقي', 'تعاملهم ممتاز', 'وتعامل راقي', 'تعامل راقي', 'تعاملهم لطيف', 'حسن تعاملهم', 'تعاملها الراقي', 'وتعاملهم', 'حسن تعاملكم', 'بتعاملهم']","['وتعاملهم ممتاز', 'وتعاملهم راقي الاطفال', 'وتعاملهم راقي الاطفال']"
34,33,281,33_اتمني_التوفيق_واتمني_اتمني التوفيق,"['اتمني', 'التوفيق', 'واتمني', 'اتمني التوفيق', 'التقدم', 'النجاح', 'المزيد', 'مزيد', 'دوام', 'دوام التوفيق']","['اتمني التوفيق', 'دوام التوفيق', 'اتمني', 'واتمني', 'التوفيق', 'مزيد التقدم', 'وفقني', 'النجاح', 'ارجو', 'قلبي']","['ولطيف اتمني التوفيق', 'اتمني التوفيق', 'اتمني التوفيق']"
35,34,281,34_الاطفال_يعرفون_الطفل_يتعاملون,"['الاطفال', 'يعرفون', 'الطفل', 'يتعاملون', 'والاطفال', 'يحبونها', 'اطفالنا', 'وتعاملهم الاطفال', 'وحرصها', 'طفل']","['وتعاملهم الاطفال', 'التعامل الاطفال', 'تعاملهم الاطفال', 'وتعاملها الاطفال', 'الاطفال الي', 'الاطفال بحب', 'يحببون الطفل', 'الاطفال المكان', 'التعامل الطفل', 'الاطفال واهتمام']","['يعرفون يتعاملون الاطفال', 'يعرفون يتعاملون الاطفال', 'يعرفون يتعاملون الطفل']"
36,35,273,35_شاء_شاء الله_باذن_باذن الله,"['شاء', 'شاء الله', 'باذن', 'باذن الله', 'ان شاء', 'ان شاء الله', 'وان', 'وباذن الله', 'وباذن', 'وان شاء']","['وان شاء الله', 'ان شاء الله', 'ان شاءالله', 'ان شاء', 'وان شاء', 'وباذن الله', 'شاءالله', 'شاء الله', 'باذن الله', 'الله يوفقكم']","['وبيتطبق ان شاء الله', 'ان شاء الله مكملين', 'ومستمرين ان شاء الله']"
37,36,266,36_مناسبه_الاسعار_معقوله_والاسعار,"['مناسبه', 'الاسعار', 'معقوله', 'والاسعار', 'غاليه', 'السعر', 'مقارنه', 'مبالغ', 'سعر', 'مناسب']","['الاسعار', 'اسعار', 'اسعارها', 'والاسعار', 'ممتازه', 'السعر', 'سعر', 'مميزه', 'ممتاز', 'مبالغه']","['الاسعار معقوله', 'الاسعار مناسبه', 'الاسعار مناسبه']"
38,37,263,37_الطفل_نفسيه_الاطفال_بنظافه,"['الطفل', 'نفسيه', 'الاطفال', 'بنظافه', 'وحريصه', 'بالاطفال', 'ورعايه', 'شخصيه', 'رعايه', 'بالطفل']","['رعايه الاطفال', 'احتواء الطفل', 'تعامل الطفل', 'الاطفال والاهتمام', 'لطفلك', 'الاطفال واهتمام', 'الطفل اهتمام', 'بالاطفال', 'وعنايتهم', 'تعامل الاطفال']","['وشخصيه الطفل', 'وشهريه بحاله الطفل', 'لمصلحه الطفل']"
39,38,261,38_ام_عبدالله_انا ام_محمد,"['ام', 'عبدالله', 'انا ام', 'محمد', 'ام سعود', 'سعود', 'احمد', 'فهد', 'ام فهد', 'فيصل']","['ام ثواب', 'ام سعود', 'ام عمر', 'ام فهد', 'ام', 'انا ام', 'اميره', 'العنود', 'ريما', 'الجوهره']","['ام راءد', 'ام حمودي النشار', 'ام رواف']"
40,39,247,39_والاستاذه_والمعلمه_الاستاذه_المعلمه,"['والاستاذه', 'والمعلمه', 'الاستاذه', 'المعلمه', 'ساره', 'نوره', 'نوف', 'والاداريه', 'مها', 'القحطاني']","['الاستاذه نوره', 'والاستاذه', 'استاذه هدي', 'الاستاذه', 'والاداريه', 'والمعلمه', 'الفاضله', 'الموظفه', 'الجوهره', 'اميره']","['والاستاذه غيداء الحنوونه المحبه', 'والاستاذه شروق', 'والاستاذه نهي']"
41,40,241,40_بيءه_البيءه_امنه_صحيه,"['بيءه', 'البيءه', 'امنه', 'صحيه', 'مريحه', 'تعليميه', 'نظيفه', 'مناسبه', 'للاطفال', 'للطفل']","['بيءه', 'البيءه', 'متكامله', 'تربويه', 'تعليميه', 'صحيه', 'نظيفه', 'ترفيهيه', 'متميزه', 'دراسيه']","['وتعتبر بيءه محافظه', 'بيءه نموذجيه', 'وتوفير بيءه محببه']"
42,41,237,41_الي_حتي_ان_المدرسه,"['الي', 'حتي', 'ان', 'المدرسه', 'الرعايه', 'مرحله', 'ابنتي', 'او', 'الاولي', 'لان']","['لرعايه الاطفال', 'بالاضافه الي', 'اي مشكله', 'اداره الحضانه', 'نهايه', 'اضافه', 'اتمني', 'جيده', 'اخري', 'او حتي']","['احب ان يقدموا دروس السباحه بالاضافه الي انشطه اخري المدرسه اللغه العربيه او الفرنسيه', 'اشعر بانني محظوظ لان ابنتي تذهب الي السنوات الاولي استطيع ان اري بوضوح تتطور اسبوع اسبوع', 'يسمحوا حتي بالدخول لزياره المدرسه']"
43,42,234,42_وحرصها_والتعليمي_والتعلم_واهتمامها,"['وحرصها', 'والتعليمي', 'والتعلم', 'واهتمامها', 'وتنظيم', 'والتربوي', 'والتشجيع', 'والمكان', 'والخروج', 'المرافق']","['وحرصها', 'واهتمامها', 'والتعليمي', 'وتشجيع', 'والتعلم', 'للمكان', 'والمهارات', 'والخروج', 'والتربوي', 'والمكان']","['وحرصها', 'وحرصها', 'وحرصها']"
44,43,226,43_الاهل_الدعم_وخصوصا_الظهر,"['الاهل', 'الدعم', 'وخصوصا', 'الظهر', 'وبالاخص', 'الشمس', 'سن', 'مفتوح', 'يفتح النفس', 'وضع']","['وتقدم', 'والتشجيع', 'وخصوصا', 'تعتبر', 'وبالاخص', 'وعدم', 'والتعليم', 'يفتح', 'وحتي', 'مفتوح']","['وضع نجمه التقييم', 'الجدران الفصول زجاج يدخل النور يفتح النفس', 'مكان يفتح النفس']"
45,44,225,44_التعليقات_مدري_انهم_شي,"['التعليقات', 'مدري', 'انهم', 'شي', 'مافي', 'اذا', 'قوقل', 'ادفع', 'واذا', 'مو']","['صراحه', 'اي شي', 'اشوفه', 'اشوف', 'مافي اي', 'ايش', 'ماعندهم', 'تبي', 'مافيه', 'مدري']","['قريت التعليقات بقوقل ماب', 'بقول رايي صراحه اول شي تحمست عشان التعليقات الي ايجابيه', 'والله اني يوم اقرا التعليقات بقوقل ماب']"
46,45,220,45_الاطفال_وحرصهم الاطفال_وحرصهم_وتعليم الاطفال,"['الاطفال', 'وحرصهم الاطفال', 'وحرصهم', 'وتعليم الاطفال', 'حريصين الاطفال', 'وحرص', 'الاطفال واهتمام', 'وحرصها', 'حريصين', 'الاطفال وتعامل']","['حرصهم الاطفال', 'حريصين الاطفال', 'وحرصهم الاطفال', 'وتعليم الاطفال', 'تعاملهم الاطفال', 'والتعامل الاطفال', 'الاطفال وتعامل', 'الاطفال واهتمام', 'الاطفال مكان', 'الاطفال والاهتمام']","['وصدور الاطفال تتحمل', 'مباراه الاباء الاطفال', 'نادي الاطفال']"
47,46,217,46_وبنتي_احط_احط بنتي_بنتي,"['وبنتي', 'احط', 'احط بنتي', 'بنتي', 'طفلي', 'وولدي', 'استفادت', 'كثير', 'مرتاحه', 'عيالي']","['بنتي تحبها', 'وبنتي', 'وطفلتي', 'دخلت طفلي', 'وولدي', 'بنتي تعلمت', 'وطفلي', 'احط بنتي', 'اولادي', 'ببنتي']","['وبنتي زعلانين', 'وبنتي حبته', 'وبنتي سلوكها']"
48,47,213,47_وحسن_التعامل_وتعامل_تعامل,"['وحسن', 'التعامل', 'وتعامل', 'تعامل', 'تعامل ممتاز', 'اخلاق', 'وحسن تعامل', 'الاخلاق', 'لطيف', 'واخلاق']","['وحسن تعامل', 'رقي التعامل', 'حسن تعامل', 'التعامل', 'تعامل', 'تعاملك', 'تعامل ممتاز', 'الاخلاق', 'الصدق', 'اخلاق']","['وحسن التعامل', 'وحسن التعامل', 'وحسن التعامل']"
49,48,207,48_السلام_جميعا_موجود_الرسوم,"['السلام', 'جميعا', 'موجود', 'الرسوم', 'ام', '', '', '', '', '']","['السلام', 'جميعا', 'موجود', 'الرسوم', '', '', '', '', '', '']","['السلام', 'السلام', 'السلام']"
50,49,206,49_مبسوط_مبسوطه_الحمدلله_وبنتي,"['مبسوط', 'مبسوطه', 'الحمدلله', 'وبنتي', 'مرتاحه', 'معاهم', 'والحمدلله', 'الحمد لله', 'بنتي', 'مره']","['مبسوط', 'ومبسوط', 'مبسوطه', 'اشوفه', 'ويطلع', 'احط بنتي', 'يجي', 'يرجعون', 'احط', 'وولدي']","['ويجي مبسوط', 'واهو مبسوط', 'ومرره مبسوط']"
51,50,206,50_والتعامل_والكلمات_والعاملين_ورعايتهم,"['والتعامل', 'والكلمات', 'والعاملين', 'ورعايتهم', 'والحارس', 'والتواصل', 'وتطوره', 'والرسوم', 'والموظفين', 'وجهودها']","['والتعامل', 'تعاملها', 'المستمر', 'والتواصل', 'والعاملين', 'والموظفين', 'بالشهر', 'يهتمون', 'والتسجيل', 'المبذول']","['والتعامل', 'والتعامل', 'والتعامل']"
52,51,205,51_الطفل_مهارات_يتعلم_مهارات الطفل,"['الطفل', 'مهارات', 'يتعلم', 'مهارات الطفل', 'تعليم الطفل', 'وحرصهم', 'طفلك', 'للطفل', 'حريصين', 'يستفيد']","['بتعليم الطفل', 'التعامل الطفل', 'الطفل النواحي', 'الطفل بشكل', 'الطفل تعليم', 'تعليم الطفل', 'مهارات الطفل', 'وتعليم الاطفال', 'الطفل', 'احتواء الطفل']","['يشتغل الطفل بيده', 'يسل موا الطفل', 'وتكسر روتين الطفل']"
53,52,202,52_يعطيها_يعطيها العافيه_يسعدها_العافيه,"['يعطيها', 'يعطيها العافيه', 'يسعدها', 'العافيه', 'استاذه', 'الله', 'يجزاها', 'الله يسعدها', 'الله يجزاها', 'خير']","['يعطيها العافيه', 'العافيه', 'الله يجزاهم خير', 'الله يسعدها', 'الله يجزاها', 'الله يوفقها', 'الف عافيه', 'ربي يسعدها', 'يجزاهم خير', 'جزاها الله خير']","['وبالخصوص معلمه التمهيدي الاستاذه ساره الله يعطيها العافيه', 'شكرا مجهودات الاستاذه عبير المطيري الله يعطيها العافيه يارب شكرا', 'وبالاخص استاذه ندي الله يعطيها العافيه']"
54,53,199,53_انصح_وانصح_انصحكم_الجميع,"['انصح', 'وانصح', 'انصحكم', 'الجميع', 'اوصي', 'بالتسجيل', 'ام', 'ابدا', 'بالمركز', 'تسجل']","['انصح', 'انصحكم', 'وانصح', 'انصحك', 'نصيحه', 'اوصي', 'اود ان', 'تاخذ', 'ومتعاونه', 'اود']","['انصح بالالتحاق', 'انصح بيه', 'والمجهزه انصح']"
55,54,199,54_ويسعدها_ويرفع_الله_دنيا,"['ويسعدها', 'ويرفع', 'الله', 'دنيا', 'يحب', 'وفقني', 'الخير', 'حفظها', 'حفظها الله', 'طريق']","['ويسعدها', 'يحفظها', 'يعطيكم', 'وفقني', 'الله خير', 'يذكرها', 'الله يعطيكم', 'الله', 'تحب', 'رزقهم']","['ويسعدها', 'ويسعدها', 'ويسعدها']"
