,Topic,Count,Name,Representation,KeyBERT,Representative_Docs
10,9,771,9_استاذه_نوره_واستاذه_الاستاذه,"['استاذه', 'نوره', 'واستاذه', 'الاستاذه', 'والاستاذه', 'منال', 'معلمه', 'القحطاني', 'والمعلمه', 'ساره']","['الاستاذه نوره', 'استاذه ندي', 'نوره', 'استاذه العنود', 'الاستاذه ساره', 'استاذه مها', 'الاستاذه مرام', 'استاذه امل', 'اشكر استاذه', 'النورانيه']","['واستاذه نوره', 'واستاذه نوره الكثيري', 'استاذه نوره']"
11,10,762,10_ومرتاحه_وامانتهم_ومرتاح_ومطمءنه,"['ومرتاحه', 'وامانتهم', 'ومرتاح', 'ومطمءنه', 'وفاطمه', 'والراحه', 'والوكيله', 'وامينه', 'وناس', 'ماديين']","['ومرتاحه', 'ومرتاح', 'ومتطمنه', 'والراحه', 'وتمهيدي', 'ومطمءنه', 'وامينه', 'ومراعاه', 'وبالنسبه', 'والروضه']","['ومرتاحه', 'ومرتاحه', 'ومرتاحه']"
12,11,708,11_مدرسه_المدارس_المدرسه_مدارس,"['مدرسه', 'المدارس', 'المدرسه', 'مدارس', 'افضل المدارس', 'مدرسه راءعه', 'راءعه', 'المدرسه راءعه', 'افضل', 'متميزه']","['احلي مدرسه', 'مدرسه راءعه', 'المدرسه راءعه', 'مدرسه صرح', 'المدرسه', 'مدرسه ممتازه', 'مدرسه', 'المدرسه حلوه', 'مدرسه قمه', 'افضل مدرسه']","['مدرسه سسيءه', 'مدرسه راءده مجالها', 'مدرسه خايسه']"
13,12,693,12_شكرا_الشكر_شكر_كلمات الشكر,"['شكرا', 'الشكر', 'شكر', 'كلمات الشكر', 'كلمات', 'اشكرهم', 'اشكركم', 'جزيلا', 'شكرا شكرا', 'شكرا جزيلا']","['شكرا حضانه', 'شكرا الاعماق', 'جزيل الشكر', 'شكرا جزيلا', 'شكرا', 'الف شكر', 'الشكر', 'شكرهم', 'شكرا شكرا', 'الشكر شكرا']","['شكرا لجوزاء', 'شكرا عالمعامله', 'والرسميات شكرا']"
14,13,650,13_كلمه_كلمه حق_الكلمات_حق,"['كلمه', 'كلمه حق', 'الكلمات', 'حق', 'الكلمه', 'الكلام', 'حقهم', 'تاخر', 'قلت', 'التعبير']","['كلمه حق', 'كلمه حق تقال', 'كلمه حق تنقال', 'حق', 'الحق', 'راءعه ماتعنيه الكلمه', 'راءعه بمعني الكلمه', 'كلمه', 'الكلمه معني', 'حقها']","['كلمه حق حضانه', 'وذمه كلمه حق', 'واستفزاز ماتجيب كلمه حق']"
15,14,643,14_تجربتي_تجربه_سيءه_تجربه سيءه,"['تجربتي', 'تجربه', 'سيءه', 'تجربه سيءه', 'كانت', 'تجربه راءعه', 'جربت', 'التجربه', 'للاسف', 'تجربتي معاهم']","['تجربتي', 'صراحه تجربتي', 'تجربه', 'تجارب', 'تجربتي معاهم', 'تجربه راءعه', 'اجرب', 'التجارب', 'تجربه سيءه', 'التجربه']","['تجربتي', 'تجربتي بالتفاصيل', 'تجربتي تجربه سيءه انصح']"
16,15,587,15_الموظفات_والموظفات_طاقم_فريق,"['الموظفات', 'والموظفات', 'طاقم', 'فريق', 'وطاقم', 'العمل', 'الطاقم', 'عمل', 'طاقم العمل', 'اداري']","['والموظفات', 'الموظفات', 'للموظفات', 'موظفات', 'الموظفون', 'وطاقم العمل', 'الموظفين', 'العاملين', 'والعاملين', 'موظفين']","['وبشاشات الموظفات', 'وحبوبين الموظفات', 'وطاقم الموظفات راءعات']"
17,16,585,16_اهتمام_واهتمامهم_بالنظافه_اهم,"['اهتمام', 'واهتمامهم', 'بالنظافه', 'اهم', 'الاهتمام', 'اهتمامهم', 'ومهتمين', 'اهم شي', 'ومهتمه', 'والاهتمام']","['نظافه اهتمام', 'الاهتمام', 'اهتمام', 'ناحيه الاهتمام', 'اهتمام عالي', 'تهتم', 'مافي اهتمام', 'يوجد اهتمام', 'اهتمامها', 'واهتمام']","['سييء اهتمام', 'اهتمام راءع بالنظافه', 'اهتمام بالنظافه']"
18,17,525,17_بالطفل_بالاطفال_اهتمام_الطفل,"['بالطفل', 'بالاطفال', 'اهتمام', 'الطفل', 'ومهتمين', 'اهتمام بالطفل', 'مهتمين', 'يهتمون', 'الاطفال', 'اهتمامهم']","['اهتمام بالطفل', 'اهتمام بالاطفال', 'الاهتمام بالاطفال', 'يهتمون بالطفل', 'اهتمامهم بالاطفال', 'يهتمون بالاطفال', 'مهتمين بالاطفال', 'واهتمامهم بالاطفال', 'حرصهم الاطفال', 'رعايه الاطفال']","['واهتمام راءع بالطفل', 'مهتمين بالطفل', 'وتوت مهتمين بالطفل النواحي صحته']"
19,18,500,18_تغير_الافضل_تغيير_للافضل,"['تغير', 'الافضل', 'تغيير', 'للافضل', 'لاحظت', 'تطور', 'والتطور', 'وتغير', 'كبير', 'شخصيتها']","['تغير', 'التغيير', 'تغيير', 'تتغير', 'تغيرت', 'يتغير', 'التغير', 'لاحظت تغير', 'وتغير', 'غيرت']","['تغير كثير', 'وتغير للافضل', 'تغيرت سلوكياته بشكل كبير للافضل']"
20,19,478,19_المعلمات_معلمات_راءعات_المعلمات راءعات,"['المعلمات', 'معلمات', 'راءعات', 'المعلمات راءعات', 'معلمات راءعات', 'متمكنات', 'المعلمات متعاونات', 'متميزات', 'حنونات', 'المعلمات حنونات']","['المعلمات راءعات', 'حنونات المعلمات', 'اشكر المعلمات', 'المعلمات حنونات', 'المعلمات متعاونات', 'المعلمات', 'معلمات المعلمات', 'ناحيه المعلمات', 'طاقم المعلمات', 'تعامل المعلمات']","['المعلمات متفاهمه', 'وكوادر المعلمات', 'تعين المعلمات رواتب']"
21,20,468,20_بنتي_بنتي كانت_دخلت_احط بنتي,"['بنتي', 'بنتي كانت', 'دخلت', 'احط بنتي', 'وبنتي', 'احط', 'اسجل بنتي', 'كانت', 'مبسوطه', 'اخذت']","['احط بنتي', 'صراحه بنتي', 'حطيت بنتي', 'بنتي', 'انو بنتي', 'بنتي مبسوطه', 'احط بناتي', 'بنتي الحضانه', 'ان بنتي', 'بنتي صارت']","['بسيب بنتي', 'ويجبر بخاطرك ماجبرتي خاطر بنتي', 'وترفيههكم بنتي']"
22,21,456,21_ام_محمد_عبدالله_خالد,"['ام', 'محمد', 'عبدالله', 'خالد', 'احمد', 'ابو', 'ومس', 'القحطاني', 'ساره', 'سعود']","['ام عمر', 'ام خالد', 'ام فهد', 'انا ام', 'ام', 'ام سعود', 'امال', 'اميره', 'ام الطفل', 'محمد']","['ام طارق', 'ام مشعل', 'ام جوليا']"
23,22,449,22_الله_ماشاء الله_المعلمات_ماشاء,"['الله', 'ماشاء الله', 'المعلمات', 'ماشاء', 'يسعدهم', 'خير', 'الله يسعدهم', 'تبارك', 'معلمات', 'تبارك الله']","['المعلمات ماشاء الله', 'الله المعلمات', 'جزاهم الله خير', 'الله يجزاهم خير', 'الله خير الجزاء', 'الله يجزاها خير', 'الله يجزاهم', 'ماشاء الله تبارك', 'جزاهم الله', 'ماشاءالله تبارك']","['المعلمات مبتسمات ماشاء الله', 'وذووق الله يجزاهم خير الجزاء المعلمات', 'وانتهاء المعلمات الله يجزاهم خير الجزاء']"
24,23,444,23_للقران_ولطفهم_ونفسياتهم_وجه,"['للقران', 'ولطفهم', 'ونفسياتهم', 'وجه', 'للغايه', 'ونجوم', 'ياكل', 'وحنانهم', 'الاكل', 'داءما']","['ولطفهم', 'وروحها', 'ونفسياتهم', 'اهنيهم', 'وداءما', 'للقران', 'وحفظ', 'وامن', 'للامهات', 'ولطيفين']","['ولطفهم', 'وتحفيظ للقران', 'وحفظها للقران']"
25,24,423,24_الطلاب_الطالب_الطالبات_للطلاب,"['الطلاب', 'الطالب', 'الطالبات', 'للطلاب', 'بالطلاب', 'طلاب', 'طالب', 'الطالبه', 'للطالب', 'امر']","['بالطلاب', 'الطلاب', 'للطلاب', 'طلاب', 'الطالبات', 'الطالب', 'الطالبه', 'طالب', 'للطالب', 'طالبه']","['ونقل الطلاب', 'وحريص الطلاب', 'والتعلم الطلاب']"
26,25,404,25_جميله_حلوه_روضه جميله_حلو,"['جميله', 'حلوه', 'روضه جميله', 'حلو', 'الروضه جميله', 'واسلوبها', 'جميل', 'شي جميل', 'روضه', 'لطيفه']","['روضه جميله', 'الروضه جميله', 'جميله', 'الجميله', 'جميل', 'جميلين', 'وجميله', 'الجميل', 'اسلوبها الجميل', 'وجميل']","['ونقطه جميله يكابرون بالغلط', 'وانفس جميله', 'رسومات جميله']"
27,26,397,26_الاطفال_والاطفال_اطفال_وحنونه,"['الاطفال', 'والاطفال', 'اطفال', 'وحنونه', 'الاطفال والاطفال', 'الاطفال الاطفال', 'ولطيفين', 'واحتواء', 'ولطيفه', 'للاطفال']","['وتعاملها الاطفال', 'حريصات الاطفال', 'احتواء الاطفال', 'الاطفال', 'للاطفال', 'الاطفال مرره', 'والاطفال', 'الاطفال والاطفال', 'الاطفال والمديره', 'اطفال']","['واحتواهم الاطفال', 'ولطيفيات الاطفال', 'ومتقن الاطفال']"
28,27,397,27_رقم_ممكن_التواصل_تواصل,"['رقم', 'ممكن', 'التواصل', 'تواصل', 'الموجود', 'يرد', 'اتواصل', 'احتاج', 'ابي', 'الاتصال']","['الاتصال', 'التواصل', 'اتصال', 'تواصل', 'رقم', 'او رقم', 'تتواصل', 'ممكن', 'الواتس اب', 'درست رقم']","['ممكن رقم التواصل', 'سمحتوا ممكن رقم التواصل', 'ممكن رقم التواصل']"
29,28,392,28_روضه راءعه_روضه_قمه_الحضانه,"['روضه راءعه', 'روضه', 'قمه', 'الحضانه', 'حضانه', 'راءعه', 'الروضه', 'قمه بالاخلاق', 'بالاخلاق', 'قمه الاخلاق']","['روضه راءعه', 'روضه راقيه', 'الروضه راءعه', 'روضه', 'راءعه', 'الحضانه راءعه', 'الروضه', 'راءعه انصح', 'حضانه راقيه', 'حضانه راءعه']","['روضه راءعه', 'روضه راءعه', 'روضه راءعه']"
30,29,372,29_جهودهم_جهودكم_يشكرون_شكرا,"['جهودهم', 'جهودكم', 'يشكرون', 'شكرا', 'لجهودكم', 'جهود', 'جهودها', 'العاملين', 'شكرا لجهودكم', 'الشكر']","['شكرا لجهودكم', 'جهود يشكرون', 'الشكر موصول', 'نشكركم', 'لجهودكم', 'جهودكم المبذوله', 'شكرا جزيلا', 'جزيل الشكر', 'جهودكم الجباره', 'مجهودكم']","['شكرا جهودكم', 'شكرا جهودكم', 'يشكرون جهودهم']"
31,30,364,30_الحضانات_افضل_افضل الحضانات_افضل حضانه,"['الحضانات', 'افضل', 'افضل الحضانات', 'افضل حضانه', 'الروضات', 'الحضانات اللي', 'افضل الروضات', 'اجمل', 'اجمل الحضانات', 'حضانه']","['افضل الحضانات', 'اجمل الحضانات', 'افضل الحضانات اللي', 'افضل حضانه', 'افضل الروضات', 'اجمل حضانه', 'الحضانات', 'افضل روضه', 'للامانه افضل', 'حضانه ممتازه']","['افضل الحضانات', 'افضل الحضانات', 'افضل الحضانات']"
32,31,355,31_المعلمات_الاطفال_والمعلمات_المعلمه,"['المعلمات', 'الاطفال', 'والمعلمات', 'المعلمه', 'ومعلمات', 'حنونات', 'معلمه', 'رياض', 'لطيفات', 'معلمات']","['معلمه طفلي', 'تعليم الاطفال', 'والمعلمات راءعات', 'معلمه بنتي', 'حنونات الاطفال', 'المعلمات لطيفات', 'تعاملهم الاطفال', 'حرصهم الاطفال', 'بالتعامل الاطفال', 'رياض الاطفال']","['وصراخ المعلمات الاطفال', 'المعلمات خوفهم الاطفال', 'المعلمات يصرخوا الاطفال']"
33,32,334,32_يوم_اليوم_اليوميه_يوميا,"['يوم', 'اليوم', 'اليوميه', 'يوميا', 'يومي', 'ايام', 'ويوم', 'نشاط', 'اسبوع', 'يوميه']","['يوم', 'يوميا', 'طول اليوم', 'يوميه', 'اليوم', 'ايام', 'اليومي', 'يومي', 'بشكل يومي', 'اليوم افضل']","['تتحسن يوم يوم', 'والتلقين غابت يوم', 'يوم تجريبي']"
34,33,331,33_مركز_مراكز_المراكز_لضيافه,"['مركز', 'مراكز', 'المراكز', 'لضيافه', 'ضيافه', 'افضل مراكز', 'افضل مركز', 'لضيافه الاطفال', 'افضل', 'المركز']","['مراكز الاطفال', 'الاطفال المركز', 'افضل مراكز', 'اجمل مراكز', 'اجمل المراكز', 'رياض الاطفال', 'افضل مركز', 'افضل المراكز', 'لضيافه الاطفال', 'مركز اكثر راءع']","['افضل مركز ضيافه اطفال', 'افضل المراكز لضيافه الاطفال', 'افضل المراكز لضيافه الاطفال']"
35,34,320,34_نجوم_خمس_رقم نجوم_نجمه,"['نجوم', 'خمس', 'رقم نجوم', 'نجمه', 'نجمات', 'اكثر', 'يستاهلون', 'اكثر رقم', 'حطيت', 'خمسه']","['نجوم', 'رقم نجوم', 'نجمات', 'النجوم', 'رقم نجمات', 'النجمه', 'نجمه', 'حطيت نجمه', 'خمس', 'خمسه']","['ويستحق خمس نجوم', 'خمس نجوم', 'اكثر خمس نجوم اعطيتهم']"
36,35,315,35_وبالاخص_وخصوصا_وخاصه_بالذكر,"['وبالاخص', 'وخصوصا', 'وخاصه', 'بالذكر', 'واخص بالذكر', 'خصوصا', 'واخص', 'استاذه', 'الاستاذه', 'المعلمه']","['واخص بالذكر', 'وبالاخص', 'وخصوصا', 'بالاخص', 'خصوصا', 'وخاصه', 'بذكر', 'الاستاذه', 'خاص', 'اخص']","['واخص بالذكر المديره', 'واخص بالذكر الاستاذه', 'واخص بالذكر استاذه']"
37,36,312,36_طفلي_اطفالي_طفلتي_بطفلي,"['طفلي', 'اطفالي', 'طفلتي', 'بطفلي', 'اولادي', 'سعيد', 'وطفلي', 'احط طفلي', 'احط', 'مبسوطين']","['ان طفلي', 'وطفلي', 'اسجل طفلي', 'طفلي', 'طفلتي', 'احط طفلي', 'بطفلي', 'لابنتي', 'اطفالي', 'ابنتي']","['وداوم طفلي', 'واستجابه طفلي', 'وانبسط طفلي']"
38,37,304,37_تعليم_وتعليم_تعليم الاطفال_للاطفال,"['تعليم', 'وتعليم', 'تعليم الاطفال', 'للاطفال', 'الاطفال', 'تعلم', 'الطفل', 'يتعلم', 'التعليم', 'تعليميه']","['تعليم الاطفال', 'للاطفال تعليم', 'بتعليم الاطفال', 'لتعليم الاطفال', 'تعليم اطفالنا', 'تعليم', 'التعليم', 'التعليمه', 'تعليمهم', 'الاطفال']","['واجتهادها تعليم الاطفال', 'تعليم الاطفال', 'تعليم للاطفال']"
39,38,293,38_الاسعار_مناسبه_السعر_واسعارهم,"['الاسعار', 'مناسبه', 'السعر', 'واسعارهم', 'معقوله', 'اسعار', 'مقارنه', 'مرتفعه', 'سعر', 'والاسعار']","['الاسعار', 'اسعار', 'سعر', 'السعر', 'معقوله', 'معقول', 'سعر الاشتراك', 'رسومها', 'واسعارهم', 'مناسبه']","['الاسعار معقوله', 'الاسعار مناسبه', 'الاسعار مناسبه']"
40,39,292,39_حب_الحب_يحب_حبهم,"['حب', 'الحب', 'يحب', 'حبهم', 'احب', 'ويحب', 'بحب', 'حبها', 'واحب', 'تغريد']","['الحب', 'حب', 'والحب', 'وحب', 'حبهم', 'حبها', 'وحبها', 'وحبهم', 'حبت الروضه', 'وحبيت']","['ومليان حب', 'وصبروعطاء يفيض حب', 'سهم حب']"
41,40,279,40_شكرا_اطفالنا_اشكركم_الشكر,"['شكرا', 'اطفالنا', 'اشكركم', 'الشكر', 'الاطفال', 'لاطفالنا', 'شكرا القلب', 'يشكرون', 'شكر', 'القلب']","['شكرا القاءمين', 'شكرا القلب', 'شكرا الاهتمام', 'شكرا للقاءمين', 'شكرا جزيلا', 'شكرا شكرا', 'نشكركم', 'شكرا طاقم', 'جزيل الشكر', 'شكرا اعماق']","['الاطفال ابناهم شكرا القلب', 'شكرا لمساعده اطفالنا', 'وتسليم الطفل شكرا']"
42,41,277,41_اول_ابتداءي_باول_اول باول,"['اول', 'ابتداءي', 'باول', 'اول باول', 'اول مره', 'اولي', 'اولي ابتداءي', 'الاول', 'التمهيدي', 'اول زياره']","['اول شي', 'اول زياره', 'اول', 'اولا', 'اول مره', 'الاول', 'الاولي', 'بالبدايه', 'اولي', 'اولي ابتداءي']","['اول مادخلت', 'ويطمنون اول اول', 'ويقومونه اول']"
43,42,273,42_ادق_تفاصيل_مهتمين_ومهتمين,"['ادق', 'تفاصيل', 'مهتمين', 'ومهتمين', 'تهتم', 'يهتم', 'ويهتمون', 'اهتمامهم', 'يهتمون', 'اهتمام']","['تفاصيل', 'ادق', 'مهتمين', 'ومهتمين', 'يهتمون', 'ومهتم', 'ومهتمه', 'مهتم', 'ومهتمات', 'مهتمه']","['مهتمين ادق التفاصيل ماشاءالله', 'ورايق مهتمين ادق التفاصيل', 'ادق تفاصيل منظمين']"
44,43,269,43_الثاني_البيت_بيت_بيته,"['الثاني', 'البيت', 'بيت', 'بيته', 'بيتي', 'ثاني', 'بيتي الثاني', 'الثانيه', 'منزل', 'كانه']","['بيتي الثاني', 'طفلي الثاني', 'حضانه بيتي الثاني', 'الثانيه', 'الثاني', 'بيته', 'ام ثانيه', 'ثاني', 'ثانيه', 'البيت']","['وكانها ذاهبه لبيتها الثاني', 'وكانها بيتها الثاني', 'ببيته الثاني']"
45,44,265,44_سيءه_سيء_حضانه سيءه_فاشله,"['سيءه', 'سيء', 'حضانه سيءه', 'فاشله', 'روضه سيءه', 'معامله', 'لابعد', 'سوء', 'الاداره', 'ناجحه']","['سيءه', 'روضه سيءه', 'سيء', 'السيء', 'حضانه سيءه', 'سيءين', 'سوء', 'اسوء', 'لسوء', 'لاانصح']","['حالتها سيءه', 'سيءه سيءه سيءه سيءه سيءه سيءه سيءه', 'والادراه سيءه']"
46,45,264,45_مبدعين_الابداع_وافكار_نفسيه,"['مبدعين', 'الابداع', 'وافكار', 'نفسيه', 'افكار', 'نفسيا', 'النفسيه', 'نفسيته', 'والابداع', 'خيال']","['مبدعين', 'مبدعات', 'مبدعه', 'مبدع', 'ابداعيه', 'مبتكره', 'المبتكره', 'الابداع', 'والابداع', 'ابداع']","['مبدعين', 'مبدعين', 'ودراسيا مبدعين']"
47,46,257,46_تعاملهم_وتعاملهم_وحسن_تعامل,"['تعاملهم', 'وتعاملهم', 'وحسن', 'تعامل', 'والتعامل', 'لطيف', 'تعاملها', 'الطيب', 'الراقي', 'ممتاز']","['وحسن تعامل', 'حسن تعاملها', 'حسن تعاملهم', 'تعاملها الراقي', 'وتعامل ممتاز', 'تعامل ممتاز', 'وتعاملها راقي', 'ممتاز تعامل', 'وتعاملهم كويس', 'وتعاملهم ممتاز']","['وحسن تعاملها', 'وحسن تعاملها', 'وحسن تعاملهم']"
48,47,256,47_الالعاب_العاب_اللعب_لعب,"['الالعاب', 'العاب', 'اللعب', 'لعب', 'الخارجيه', 'والعاب', 'ملعب', 'ساحه', 'يلعب', 'منطقه']","['الالعاب', 'العاب', 'اللعب', 'والعاب', 'لعب', 'للعب', 'يلعبون', 'يلعب', 'متنوعه', 'الالوان']","['الالعاب', 'ومناسب متنوع الالعاب', 'وتغيير الالعاب لمنع الملل']"
49,48,252,48_مركز_ماشاءالله_ماشاء الله_ماشاء,"['مركز', 'ماشاءالله', 'ماشاء الله', 'ماشاء', 'تبارك', 'المركز', 'تبارك الله', 'ماشاءالله تبارك', 'الله', 'متكامل']","['المركز ماشاء الله', 'المركز الله', 'ماشاءالله تبارك الله', 'ماشاءالله تبارك الرحمن', 'ماشاء الله تبارك', 'اجمل مركز', 'مركز جميل', 'ماشاءالله تبارك', 'الله تبارك الرحمن', 'الله تبارك الله']","['ماشاء الله تبارك الله مركز نظيف', 'ماشاءالله تبارك الله مركز جميل', 'ماشاءالله تبارك الله مركز جميل']"
50,49,250,49_الام_الامهات_تعاون_التعاون,"['الام', 'الامهات', 'تعاون', 'التعاون', 'الاهل', 'تعاونهم', 'وتعاون', 'امهات', 'اولياء الامور', 'اولياء']","['الام', 'الامهات', 'امهات', 'الوالدين', 'كانت الام', 'ماما', 'تعاونها', 'تعاونهم', 'اولياء الامور', 'مادري']","['ويستقبلون الام', 'التعاون الام', 'تعاون المديره الامهات']"
51,50,248,50_التعامل_وتعاملهم_بالتعامل_تعامل,"['التعامل', 'وتعاملهم', 'بالتعامل', 'تعامل', 'وتعامل', 'تعاملهم', 'والتعامل', 'معاه', 'تعامل راءع', 'مرونه']","['راءع وتعامل', 'راقيه التعامل', 'والتعامل', 'ناحيه التعامل', 'رقي التعامل', 'وتعامل', 'وتعاملها', 'التعامل', 'وتعاملهم', 'بالتعامل']","['وشوفو التعامل', 'واللبق التعامل', 'وراقيين التعامل']"
52,51,248,51_الاستقبال_استقبال_استقبالهم_واستقبال,"['الاستقبال', 'استقبال', 'استقبالهم', 'واستقبال', 'اخلي', 'وحسن', 'واستقبالهم', 'الترحيب', 'وش اخلي', 'موظفه']","['الاستقبال', 'حسن الاستقبال', 'استقبال', 'واستقبال', 'الترحيب', 'استقبالها', 'حسن استقبالها', 'استقبالهم', 'واستقبالهم', 'استلام']","['الاستقبال', 'الاستقبال', 'الاستقبال']"
53,52,247,52_الاطفال_التعامل الاطفال_تعاملهم الاطفال_وتعاملهم,"['الاطفال', 'التعامل الاطفال', 'تعاملهم الاطفال', 'وتعاملهم', 'تعاملهم', 'التعامل', 'وتعاملهم الاطفال', 'لطيف', 'وتعاملها', 'الاطفال راءع']","['والتعامل الاطفال', 'التعامل الاطفال', 'بالتعامل الاطفال', 'تعاملها الاطفال', 'وتعاملها الاطفال', 'تعامل الاطفال', 'تعاملهم الاطفال', 'وتعاملهم الاطفال', 'يعاملون الاطفال', 'احتواء الاطفال']","['احترافيين التعامل الاطفال', 'وصبر التعامل الاطفال', 'وشاطره التعامل الاطفال']"
54,53,243,53_والمعلمات_ومعلمات_حنونات_محترفات,"['والمعلمات', 'ومعلمات', 'حنونات', 'محترفات', 'بشوشات', 'جهودهم', 'راءعون', 'والمدرسات', 'المعلمون', 'خبره']","['والمعلمات', 'ومعلمات', 'بالمعلمات', 'والمدرسات', 'المعلمين', 'معلمين', 'للمعلمات', 'المعلمون', 'بالنسبه للمعلمات', 'الاستاذات']","['والمعلمات خصوصيتهم', 'والمعلمات متفانيات', 'والمعلمات المخلصات']"
55,54,242,54_السلام_والي الامام_الامام_والي,"['السلام', 'والي الامام', 'الامام', 'والي', 'السلامه', 'تقدم', 'التقدم', 'الفرعين', 'يحفظ', 'تقدمه']","['السلام', 'السلامه', 'الامام', 'يحفظ', 'والي', 'وترتيب', 'واول', 'وحريصه', 'والي الامام', 'ام']","['السلام', 'السلام', 'السلام']"
